"";"survived";"name";"sex";"age";"class";"joined";"ticket";"price";"sibsp";"parch";"boat..body.";"job";"url";"dob";"date_death";"ticketFreq";"pricepp";"fsize";"title"
"697";0;"CALIC, Mr Jovo ";"male";17;3;"Southampton";"315093";8.6625;0;0;NA;NA;"/titanic-victim/jovo-calic.html";NA;1912-04-15;1;8.6625;1;"Mr"
"698";0;"CALIC, Mr Petar ";"male";17;3;"Southampton";"315086";8.6625;0;0;NA;NA;"/titanic-victim/petar-calic.html";NA;1912-04-15;1;8.6625;1;"Mr"
"699";0;"CANAVAN, Miss Mary ";"female";22;3;"Queenstown";"364846";7.75;0;0;NA;NA;"/titanic-victim/mary-canavan.html";1889-06-18;1912-04-15;1;7.75;1;"Miss"
"700";0;"CANAVAN, Mr Patrick ";"male";21;3;"Queenstown";"364858";7.75;0;0;NA;NA;"/titanic-victim/patrick-canavan.html";1890-09-12;1912-04-15;1;7.75;1;"Mr"
"701";0;"CANN, Mr Ernest ";"male";21;3;"Southampton";"2152";8.05;0;0;NA;NA;"/titanic-victim/ernest-cann.html";1883-06-30;1912-04-15;1;8.05;1;"Mr"
"702";0;"CARAM, Mr Joseph ";"male";28;3;"Cherbourg";"2689";14.4583333333333;1;0;NA;NA;"/titanic-victim/joseph-caram.html";NA;1912-04-15;2;7.22916666666667;2;"Mr"
"703";0;"CARAM, Mrs Maria Elias ";"female";18;3;"Cherbourg";"2689";14.4583333333333;1;0;NA;NA;"/titanic-victim/maria-elias-caram.html";NA;1912-04-15;2;7.22916666666667;2;"Mrs"
"704";0;"CARLSSON, Mr August Sigfrid ";"male";28;3;"Southampton";"350042";7.79583333333333;0;0;NA;NA;"/titanic-victim/august-sigfrid-carlsson.html";1884-02-12;1912-04-15;1;7.79583333333333;1;"Mr"
"705";0;"CARLSSON, Mr Carl Robert ";"male";24;3;"Southampton";"350409";7.85416666666667;0;0;NA;NA;"/titanic-victim/carl-robert-carlsson.html";1888-01-19;1912-04-15;1;7.85416666666667;1;"Mr"
"706";0;"CARR, Miss Jane ";"female";45;3;"Queenstown";"368364";7.75;0;0;NA;NA;"/titanic-victim/jane-carr.html";1867-02-11;1912-04-15;1;7.75;1;"Miss"
"707";0;"CARVER, Mr Alfred John ";"male";28;3;"Southampton";"370160";7.25;0;0;NA;NA;"/titanic-victim/alfred-john-carver.html";NA;1912-04-15;6;1.20833333333333;1;"Mr"
"708";0;"CELOTTI, Mr Francesco ";"male";24;3;"Southampton";"343275";8.05;0;0;NA;NA;"/titanic-victim/francesco-celotti.html";NA;1912-04-15;1;8.05;1;"Mr"
"709";0;"CHARTERS, Mr David ";"male";20;3;"Queenstown";"13032";7.73333333333333;0;0;NA;NA;"/titanic-victim/david-charters.html";1891-06-05;1912-04-15;1;7.73333333333333;1;"Mr"
"710";1;"CHIP, Mr Chang ";"male";32;3;"Southampton";"1601";56.4958333333333;0;0;"C ";NA;"/titanic-survivor/chang-chip.html";NA;NA;8;7.06197916666667;1;"Mr"
"711";0;"CHRISTMANN, Mr Emil ";"male";29;3;"Southampton";"343276";8.05;0;0;NA;NA;"/titanic-victim/emil-christmann.html";NA;1912-04-15;1;8.05;1;"Mr"
"712";0;"CHRONOPOULOS, Mr Apostolos M. ";"male";26;3;"Cherbourg";"2680";14.4541666666667;1;0;NA;NA;"/titanic-victim/apostolos-chronopoulos.html";NA;1912-04-15;2;7.22708333333333;2;"Mr"
"713";0;"CHRONOPOULOS, Mr Dimitrios M. ";"male";21;3;"Cherbourg";"2680";14.4541666666667;1;0;NA;NA;"/titanic-victim/dimitrios-chronopoulos.html";NA;1912-04-15;2;7.22708333333333;2;"Mr"
"714";0;"COELHO, Mr Domingos Fernandeo ";"male";20;3;"Southampton";"3101307";7.05;0;0;NA;NA;"/titanic-victim/domingos-fernandeo-coelho.html";1891-06-19;1912-04-15;1;7.05;1;"Mr"
"715";1;"COHEN, Mr Gurshon ";"male";18;3;"Southampton";"3540";8.05;0;0;"12";NA;"/titanic-survivor/gurshon-gus-cohen.html";1893-12-31;1978-08-04;1;8.05;1;"Mr"
"716";0;"COLBERT, Mr Patrick ";"male";24;3;"Queenstown";"371109";7.25;0;0;NA;NA;"/titanic-victim/patrick-colbert.html";1887-11-05;1912-04-15;1;7.25;1;"Mr"
"717";0;"COLEFF, Mr Satio ";"male";24;3;"Southampton";"349209";7.89583333333333;0;0;NA;NA;"/titanic-victim/satio-coleff.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"718";0;"COLTCHEFF, Mr Peju ";"male";36;3;"Southampton";"349210";7.89583333333333;0;0;NA;NA;"/titanic-victim/peju-coltcheff.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"719";0;"CONLIN, Mr Thomas Henry ";"male";31;3;"Queenstown";"21332";7.73333333333333;0;0;NA;NA;"/titanic-victim/thomas-henry-conlin.html";NA;1912-04-15;1;7.73333333333333;1;"Mr"
"720";0;"CONNAUGHTON, Mr Michael ";"male";40;3;"Queenstown";"335097";7.75;0;0;NA;NA;"/titanic-victim/michael-connaughton.html";1872-02-17;1912-04-15;1;7.75;1;"Mr"
"721";1;"CONNOLLY, Miss Catherine ";"female";23;3;"Queenstown";"370373";7.75;0;0;"13";NA;"/titanic-survivor/kate-connolly.html";1888-06-14;1948-07-03;1;7.75;1;"Miss"
"722";0;"CONNOLLY, Miss Kate ";"female";41;3;"Queenstown";"330972";7.62916666666667;0;0;NA;NA;"/titanic-victim/kate-connolly-2.html";1870-08-25;1912-04-15;1;7.62916666666667;1;"Miss"
"723";0;"CONNORS, Mr Patrick ";"male";66;3;"Queenstown";"370369";7.75;0;0;" [171]";NA;"/titanic-victim/patrick-connors.html";NA;1912-04-15;1;7.75;1;"Mr"
"724";0;"COOK, Mr Jacob ";"male";43;3;"Southampton";"3536";8.05;0;0;NA;NA;"/titanic-victim/jacob-cook.html";NA;1912-04-15;1;8.05;1;"Mr"
"725";0;"COR, Mr Bartol ";"male";35;3;"Southampton";"349230";7.89583333333333;0;0;NA;NA;"/titanic-victim/bartol-cor.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"726";0;"COR, Mr Ivan ";"male";27;3;"Southampton";"349229";7.89583333333333;0;0;NA;NA;"/titanic-victim/ivan-cor.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"727";0;"COR, Mr Liudevit ";"male";19;3;"Southampton";"349231";7.89583333333333;0;0;NA;NA;"/titanic-victim/liudevit-cor.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"728";1;"CORR, Miss Helen ";"female";16;3;"Queenstown";"367231";7.75;0;0;"16";NA;"/titanic-survivor/helen-corr.html";1895-07-28;1980-03-09;1;7.75;1;"Miss"
"729";1;"COUTTS, Master Neville Leslie ";"male";3;3;"Southampton";"37671";15.9;1;1;"2";NA;"/titanic-survivor/leslie-coutts.html";1908-10-23;1977-03-29;3;5.3;3;"Master"
"730";1;"COUTTS, Master William Loch ";"male";9;3;"Southampton";"37671";15.9;1;1;"2";NA;"/titanic-survivor/william-coutts.html";1902-10-16;1957-12-25;3;5.3;3;"Master"
"731";1;"COUTTS, Mrs Winnie ";"female";36;3;"Southampton";"37671";15.9;0;2;"2";NA;"/titanic-survivor/winnie-coutts.html";1876-02-02;1960-02-29;3;5.3;3;"Mrs"
"732";0;"COXON, Mr Daniel ";"male";59;3;"Southampton";"364500";7.25;0;0;NA;NA;"/titanic-victim/daniel-coxon.html";1853-08-27;1912-04-15;1;7.25;1;"Mr"
"733";0;"CREASE, Mr Ernest James ";"male";19;3;"Southampton";"3464";8.15833333333333;0;0;NA;NA;"/titanic-victim/ernest-james-crease.html";1893-06-30;1912-04-15;1;8.15833333333333;1;"Mr"
"734";1;"CRIBB, Miss Laura Mae ";"female";16;3;"Southampton";"371362";16.1;0;1;"12";NA;"/titanic-survivor/laura-mae-cribb.html";1895-07-24;1974-04-04;2;8.05;2;"Miss"
"735";0;"CRIBB, Mr John Hatfield ";"male";44;3;"Southampton";"371362";16.1;0;1;NA;NA;"/titanic-victim/john-hatfield-cribb.html";1868-04-27;1912-04-15;2;8.05;2;"Mr"
"736";0;"CULUMOVIC, Mr Jeso ";"male";17;3;"Southampton";"315090";8.6625;0;0;NA;NA;"/titanic-victim/jeso-culumovic.html";NA;1912-04-15;1;8.6625;1;"Mr"
"737";0;"DAHER, Mr Tannous ";"male";28;3;"Cherbourg";"2686";7.22916666666667;0;0;NA;NA;"/titanic-victim/tannous-daher.html";NA;1912-04-15;1;7.22916666666667;1;"Mr"
"738";1;"DAHL, Mr Charles Edward ";"male";45;3;"Southampton";"7598";8.05;0;0;"15";NA;"/titanic-survivor/charles-edward-dahl.html";1866-07-22;1933-02-13;1;8.05;1;"Mr"
"739";0;"DAHLBERG, Miss Gerda Ulrika ";"female";22;3;"Southampton";"7552";10.5166666666667;0;0;NA;NA;"/titanic-victim/gerda-ulrika-dahlberg.html";1890-02-05;1912-04-15;1;10.5166666666667;1;"Miss"
"740";0;"DAKIC, Mr Branko ";"male";19;3;"Southampton";"349228";10.1708333333333;0;0;NA;NA;"/titanic-victim/branko-dakic.html";NA;1912-04-15;1;10.1708333333333;1;"Mr"
"741";1;"DALY, Miss Margaret Marcella ";"female";33;3;"Queenstown";"382650";6.95;0;0;"15";NA;"/titanic-survivor/maggie-daly.html";1878-07-01;1939-04-07;1;6.95;1;"Miss"
"742";1;"DALY, Mr Eugene Patrick ";"male";29;3;"Queenstown";"382651";7.75;0;0;"B ";NA;"/titanic-survivor/eugene-patrick-daly.html";1883-01-23;1965-10-30;1;7.75;1;"Mr"
"743";0;"DANBOM, Master Gilbert Sigvard Emanuel ";"male";0.33;3;"Southampton";"347080";14.4;0;2;NA;NA;"/titanic-victim/gilbert-sigvard-emanuel-danbom.html";1911-11-16;1912-04-15;3;4.8;3;"Master"
"744";0;"DANBOM, Mr Ernst Gilbert ";"male";34;3;"Southampton";"347080";14.4;1;1;" [197]";NA;"/titanic-victim/ernst-gilbert-danbom.html";1877-10-26;1912-04-15;3;4.8;3;"Mr"
"745";0;"DANBOM, Mrs Anna Sigrid Maria ";"female";28;3;"Southampton";"347080";14.4;1;1;NA;NA;"/titanic-victim/anna-sigrid-maria-danbom.html";1884-03-10;1912-04-15;3;4.8;3;"Mrs"
"746";0;"DANOFF, Mr Yoto ";"male";27;3;"Southampton";"349219";7.89583333333333;0;0;NA;NA;"/titanic-victim/yoto-danoff.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"747";0;"DAVIES, Mr Alfred James ";"male";24;3;"Southampton";"48871";24.15;2;0;NA;NA;"/titanic-victim/alfred-davies.html";1888-06-30;1912-04-15;3;8.05;3;"Mr"
"748";0;"DAVIES, Mr Evan ";"male";22;3;"Southampton";"23568";8.05;0;0;NA;NA;"/titanic-victim/evan-davies.html";NA;1912-04-15;1;8.05;1;"Mr"
"749";0;"DAVIES, Mr John ";"male";21;3;"Southampton";"48871";24.15;2;0;NA;NA;"/titanic-victim/john-davies.html";1890-06-30;1912-04-15;3;8.05;3;"Mr"
"750";0;"DAVIES, Mr Joseph ";"male";17;3;"Southampton";"48873";8.05;2;0;NA;NA;"/titanic-victim/joseph-davies.html";1895-06-30;1912-04-15;1;8.05;3;"Mr"
"751";0;"DAVISON, Mr Thomas Henry ";"male";32;3;"Southampton";"386525";16.1;1;0;NA;NA;"/titanic-victim/thomas-henry-davison.html";1880-02-27;1912-04-15;2;8.05;2;"Mr"
"752";1;"DAVISON, Mrs Mary Elizabeth ";"female";34;3;"Southampton";"386525";16.1;1;0;"16";NA;"/titanic-survivor/mary-davison.html";1878-02-19;1939-03-26;2;8.05;2;"Mrs"
"753";1;"DE MESSEMAEKER, Mr Guillaume Joseph ";"male";36;3;"Southampton";"345572";17.4;1;0;"15";NA;"/titanic-survivor/guillaume-de-messemaeker.html";1875-12-30;1955-06-05;2;8.7;2;"Mr"
"754";1;"DE MESSEMAEKER, Mrs Anna ";"female";36;3;"Southampton";"345572";17.4;1;0;"13";NA;"/titanic-survivor/anna-de-messemaeker.html";1875-10-20;1918-04-30;2;8.7;2;"Mrs"
"755";1;"DE MULDER, Mr Theodoor ";"male";30;3;"Southampton";"345774";9.5;0;0;"11";NA;"/titanic-survivor/theodoor-de-mulder.html";1881-09-15;1954-04-19;1;9.5;1;"Mr"
"756";0;"DE PELSMAEKER, Mr Alfons ";"male";16;3;"Southampton";"345778";9.5;0;0;NA;NA;"/titanic-victim/alfons-de-pelsmaeker.html";1895-08-29;1912-04-15;1;9.5;1;"Mr"
"757";1;"DEAN, Master Bertram Vere ";"male";1;3;"Southampton";"2315";20.575;1;2;"10";NA;"/titanic-survivor/bertram-vere-dean.html";1910-05-21;1992-04-14;4;5.14375;4;"Master"
"758";1;"DEAN, Miss Elizabeth Gladys 'Millvina' ";"female";0.17;3;"Southampton";"2315";20.575;1;2;"10";NA;"/titanic-survivor/millvina-dean.html";1912-02-02;2009-05-31;4;5.14375;4;"Miss"
"759";0;"DEAN, Mr Bertram Frank ";"male";25;3;"Southampton";"2315";20.575;1;2;NA;NA;"/titanic-victim/bertram-frank-dean.html";1886-06-30;1912-04-15;4;5.14375;4;"Mr"
"760";1;"DEAN, Mrs Eva Georgetta ";"female";32;3;"Southampton";"2315";20.575;1;2;"10";NA;"/titanic-survivor/eva-georgetta-dean.html";1879-05-18;1975-09-13;4;5.14375;4;"Mrs"
"761";0;"DELALIC, Mr Redjo ";"male";25;3;"Southampton";"349250";7.89583333333333;0;0;NA;NA;"/titanic-victim/redjo-delalic.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"762";0;"DENKOFF, Mr Mitto ";"male";30;3;"Southampton";"349225";7.89583333333333;0;0;NA;NA;"/titanic-victim/mitto-denkoff.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"763";0;"DENNIS, Mr Samuel ";"male";22;3;"Southampton";"21172";7.25;0;0;NA;NA;"/titanic-victim/samuel-dennis.html";1889-06-17;1912-04-15;1;7.25;1;"Mr"
"764";0;"DENNIS, Mr William ";"male";26;3;"Southampton";"21175";7.25;0;0;NA;NA;"/titanic-victim/william-dennis.html";1886-06-30;1912-04-15;1;7.25;1;"Mr"
"765";1;"DEVANEY, Miss Margaret Delia ";"female";19;3;"Queenstown";"330958";7.87916666666667;0;0;"C ";NA;"/titanic-survivor/margaret-devaney.html";1892-05-03;1974-06-12;1;7.87916666666667;1;"Miss"
"766";0;"DIKA, Mr Mirko ";"male";17;3;"Southampton";"349232";7.89583333333333;0;0;NA;NA;"/titanic-victim/mirko-dika.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"767";0;"DIMIC, Mr Jovan ";"male";42;3;"Southampton";"315088";8.6625;0;0;NA;NA;"/titanic-victim/jovan-dimic.html";NA;1912-04-15;1;8.6625;1;"Mr"
"768";0;"DINTCHEFF, Mr Valtcho ";"male";43;3;"Southampton";"349226";7.89583333333333;0;0;NA;NA;"/titanic-victim/valtcho-dintcheff.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"769";0;"DONOHOE, Miss Bridget ";"female";21;3;"Queenstown";"364856";7.75;0;0;NA;NA;"/titanic-victim/bridget-donohoe.html";1891-01-11;1912-04-15;1;7.75;1;"Miss"
"770";0;"DOOLY, Mr Patrick ";"male";38;3;"Queenstown";"370376";7.75;0;0;NA;NA;"/titanic-victim/patrick-dooley.html";1875-04-05;1912-04-15;1;7.75;1;"Mr"
"771";1;"DORKING, Mr Edward Arthur ";"male";18;3;"Southampton";"10482";8.05;0;0;"B ";NA;"/titanic-survivor/edward-arthur-dorking.html";1893-06-18;1954-04-12;1;8.05;1;"Mr"
"772";0;"DOUGHERTY, Mr William John ";"male";22;3;"Queenstown";"330877";8.45833333333333;0;0;NA;NA;"/titanic-victim/william-john-dougherty.html";1889-07-15;1912-04-15;1;8.45833333333333;1;"Mr"
"773";1;"DOWDELL, Miss Elizabeth ";"female";31;3;"Southampton";"364516";12.475;0;0;"13";NA;"/titanic-survivor/elizabeth-dowdell.html";1880-09-06;1962-11-16;2;6.2375;1;"Miss"
"774";0;"DOYLE, Miss Elizabeth ";"female";28;3;"Queenstown";"368702";7.75;0;0;NA;NA;"/titanic-victim/elizabeth-doyle.html";1884-06-30;1912-04-15;1;7.75;1;"Miss"
"775";0;"DRAZENOVIC, Mr Jozef ";"male";33;3;"Cherbourg";"349241";7.89583333333333;0;0;" [51]";NA;"/titanic-victim/jozef-drazenovic.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"776";1;"DRISCOLL, Miss Bridget ";"female";27;3;"Queenstown";"14311";7.75;0;0;"D ";NA;"/titanic-survivor/bridget-driscoll.html";1885-01-17;1976-12-28;1;7.75;1;"Miss"
"777";1;"DROPKIN, Miss Jennie ";"female";24;3;"Southampton";"392083";8.05;0;0;NA;NA;"/titanic-survivor/jennie-dropkin.html";1887-06-20;1951-08-09;1;8.05;1;"Miss"
"778";1;"DUQUEMIN, Mr Joseph Pierre ";"male";24;3;"Southampton";"752";7.55;0;0;"D ";NA;"/titanic-survivor/joseph-pierre-duquemin.html";1887-11-24;1950-01-06;2;3.775;1;"Mr"
"779";0;"DWAN, Mr Frank ";"male";65;3;"Queenstown";"336439";7.75;0;0;NA;NA;"/titanic-victim/frank-dwan.html";1847-06-30;1912-04-15;1;7.75;1;"Mr"
"780";0;"DYKER, Mr Adolf Fredrik ";"male";23;3;"Southampton";"347072";13.9;1;0;NA;NA;"/titanic-victim/adolf-fredrik-dyker.html";1888-12-16;1912-04-15;2;6.95;2;"Mr"
"781";1;"DYKER, Mrs Anna Elisabeth Judith ";"female";22;3;"Southampton";"347072";13.9;1;0;"16";NA;"/titanic-survivor/anna-elisabeth-judith-dyker.html";1889-11-24;1961-02-19;2;6.95;2;"Mrs"
"782";0;"EDVARDSSON, Mr Gustaf Hjalmar ";"male";18;3;"Southampton";"349912";7.775;0;0;NA;NA;"/titanic-victim/gustaf-hjalmar-edvardsson.html";1893-12-17;1912-04-15;1;7.775;1;"Mr"
"783";0;"EKLUND, Mr Hans Linus ";"male";16;3;"Southampton";"347074";7.775;0;0;NA;NA;"/titanic-victim/hans-linus-eklund.html";1895-10-30;1912-04-15;1;7.775;1;"Mr"
"784";0;"EKSTRöM, Mr Amandus ";"male";45;3;"Southampton";"347061";6.975;0;0;NA;NA;"/titanic-victim/johan-ekstrom.html";1866-07-29;1912-04-15;1;6.975;1;"Mr"
"785";0;"ELIAS, Mr Dibo ";"male";29;3;"Cherbourg";"2674";7.225;0;0;NA;NA;"/titanic-victim/dibo-elias.html";NA;1912-04-15;1;7.225;1;"Mr"
"786";0;"ELIAS, Mr Joseph jr. ";"male";15;3;"Cherbourg";"2690";7.22916666666667;1;1;NA;NA;"/titanic-victim/joseph-elias.html";NA;1912-04-15;1;7.22916666666667;3;"Mr"
"787";0;"ELIAS NASRALLAH, Mr Tannous ";"male";22;3;"Cherbourg";"2695";7.22916666666667;1;1;NA;NA;"/titanic-victim/tannous-elias-nasrallah.html";NA;1912-04-15;1;7.22916666666667;3;"Mr"
"788";0;"ELSBURY, Mr William James ";"male";48;3;"Southampton";"3902";7.25;0;0;NA;NA;"/titanic-victim/william-james-elsbury.html";1863-09-03;1912-04-15;1;7.25;1;"Mr"
"789";1;"EMANUEL, Miss Virginia Ethel ";"female";5;3;"Southampton";"364516";12.475;0;0;"13";NA;"/titanic-survivor/virginia-ethel-emanuel.html";1907-06-30;NA;2;6.2375;1;"Miss"
"790";0;"ESTANISLAU, Mr Manuel Gonçalves ";"male";37;3;"Southampton";"3101306";7.05;0;0;NA;NA;"/titanic-victim/manuel-goncalves-estanislau.html";1874-06-21;1912-04-15;1;7.05;1;"Mr"
"791";0;"EVERETT, Mr Thomas James ";"male";37;3;"Southampton";"6212";15.1;0;0;" [187]";NA;"/titanic-victim/thomas-james-everett.html";1874-06-30;1912-04-15;2;7.55;1;"Mr"
"792";0;"FARDON, Mr Charles Richard ";"male";45;3;"Southampton";"3101314";7.25;0;0;NA;NA;"/titanic-victim/charles-franklin.html";1866-06-30;1912-04-15;1;7.25;1;"Mr"
"793";0;"FARRELL, Mr James ";"male";25;3;"Queenstown";"367232";7.75;0;0;" [68]";NA;"/titanic-victim/jim-farrell.html";1886-06-30;1912-04-15;1;7.75;1;"Mr"
"794";1;"FINOLI, Mr Luigi ";"male";34;3;"Southampton";"3101308";7.05;0;0;"15";NA;"/titanic-survivor/luigi-finoli.html";1877-09-10;NA;1;7.05;1;"Mr"
"795";0;"FISCHER, Mr Eberhard Thelander ";"male";18;3;"Southampton";"350036";7.79583333333333;0;0;NA;NA;"/titanic-victim/eberhard-fischer.html";1893-06-02;1912-04-15;1;7.79583333333333;1;"Mr"
"796";0;"FLEMING, Miss Honor ";"female";22;3;"Queenstown";"364859";7.75;0;0;NA;NA;"/titanic-victim/honora-fleming.html";1890-04-09;1912-04-15;1;7.75;1;"Miss"
"797";0;"FLYNN, Mr James ";"male";28;3;"Queenstown";"364851";7.75;0;0;NA;NA;"/titanic-victim/james-flynn.html";1883-09-09;1912-04-15;1;7.75;1;"Mr"
"798";0;"FLYNN, Mr John ";"male";42;3;"Queenstown";"368323";6.95;0;0;NA;NA;"/titanic-victim/john-flynn.html";1864-06-30;1912-04-15;1;6.95;1;"Mr"
"799";0;"FOLEY, Mr Joseph ";"male";19;3;"Queenstown";"330910";7.87916666666667;0;0;NA;NA;"/titanic-victim/joseph-foley.html";1893-02-05;1912-04-15;1;7.87916666666667;1;"Mr"
"800";0;"FOLEY, Mr William ";"male";20;3;"Queenstown";"365235";7.75;0;0;NA;NA;"/titanic-victim/william-foley.html";1892-06-30;1912-04-15;1;7.75;1;"Mr"
"801";1;"FOO, Mr Choong ";"male";32;3;"Southampton";"1601";56.4958333333333;0;0;"13";NA;"/titanic-survivor/choong-foo.html";NA;NA;8;7.06197916666667;1;"Mr"
"802";0;"FORD, Miss Dollina Margaret ";"female";20;3;"Southampton";"6608";34.375;2;2;NA;NA;"/titanic-victim/dollina-margaret-ford.html";1891-06-13;1912-04-15;5;6.875;5;"Miss"
"803";0;"FORD, Miss Robina Maggie ";"female";7;3;"Southampton";"6608";34.375;2;2;NA;NA;"/titanic-victim/robina-maggie-ford.html";1904-04-25;1912-04-15;5;6.875;5;"Miss"
"804";0;"FORD, Mr Arthur ";"male";22;3;"Southampton";"1478";8.05;0;0;NA;NA;"/titanic-victim/arthur-ford.html";1889-06-30;1912-04-15;1;8.05;1;"Mr"
"805";0;"FORD, Mr Edward Watson ";"male";18;3;"Southampton";"6608";34.375;2;2;NA;NA;"/titanic-victim/edward-watson-ford.html";NA;1912-04-15;5;6.875;5;"Mr"
"806";0;"FORD, Mr William Neal Thomas ";"male";16;3;"Southampton";"6608";34.375;1;3;NA;NA;"/titanic-victim/neal-thomas-ford.html";1897-08-20;1912-04-15;5;6.875;5;"Mr"
"807";0;"FORD, Mrs Margaret Ann Watson ";"female";54;3;"Southampton";"6608";34.375;1;3;NA;NA;"/titanic-victim/margaret-ann-watson-ford.html";1857-12-03;1912-04-15;5;6.875;5;"Mrs"
"808";0;"FOX, Mr Patrick ";"male";28;3;"Queenstown";"368573";7.75;0;0;NA;NA;"/titanic-victim/patrick-fox.html";1883-07-15;1912-04-15;1;7.75;1;"Mr"
"809";0;"GALLAGHER, Mr Martin ";"male";29;3;"Queenstown";"36864";7.74166666666667;0;0;NA;NA;"/titanic-victim/martin-gallagher.html";1883-01-18;1912-04-15;1;7.74166666666667;1;"Mr"
"810";0;"GARFIRTH, Mr John ";"male";21;3;"Southampton";"358585";14.5;0;0;NA;NA;"/titanic-victim/john-garfirth.html";1889-06-30;1912-04-15;2;7.25;1;"Mr"
"811";1;"GEORGE/JOSEPH, Mrs Shawneene ";"female";38;3;"Cherbourg";"2688";7.22916666666667;0;0;"C ";NA;"/titanic-survivor/shawneene-george-joseph.html";1874-03-29;1947-04-21;1;7.22916666666667;1;"Mrs"
"812";0;"GERIOS THAMAH, Mr Assaf ";"male";21;3;"Cherbourg";"2692";7.225;0;0;NA;NA;"/titanic-victim/assaf-gerios-thamah.html";NA;1912-04-15;1;7.225;1;"Mr"
"813";0;"GHEORGHEFF, Mr Stanio ";"male";NA;3;"Cherbourg";"349254";7.89583333333333;0;0;NA;NA;"/titanic-victim/stanio-gheorgheff.html";NA;1912-04-15;1;7.89583333333333;1;"Mr"
"814";0;"GILINSKI, Mr Eliezer ";"male";22;3;"Southampton";"14973";8.05;0;0;" [47]";NA;"/titanic-victim/eliezer-gilinski.html";1889-06-30;1912-04-15;1;8.05;1;"Mr"
"815";1;"GILNAGH, Miss Katherine ";"female";17;3;"Queenstown";"35851";7.73333333333333;0;0;"16";NA;"/titanic-survivor/katie-gilnagh.html";1894-10-13;1971-03-01;1;7.73333333333333;1;"Miss"
"816";1;"GLYNN, Miss Mary Agatha ";"female";19;3;"Queenstown";"335677";7.75;0;0;"13";NA;"/titanic-survivor/mary-agatha-glynn.html";1893-07-02;1955-02-26;1;7.75;1;"Miss"
"817";1;"GOLDSMITH, Master Frank John William ";"male";9;3;"Southampton";"363291";20.525;0;2;"C ";NA;"/titanic-survivor/frankie-goldsmith.html";1902-12-19;1982-01-27;3;6.84166666666667;3;"Master"
"818";0;"GOLDSMITH, Mr Frank John ";"male";33;3;"Southampton";"363291";20.525;1;1;NA;NA;"/titanic-victim/frank-goldsmith.html";1879-01-27;1912-04-15;3;6.84166666666667;3;"Mr"
"819";0;"GOLDSMITH, Mr Nathan ";"male";41;3;"Southampton";"3101263";7.85;0;0;NA;NA;"/titanic-victim/nathan-goldsmith.html";NA;1912-04-15;1;7.85;1;"Mr"
"820";1;"GOLDSMITH, Mrs Emily Alice ";"female";31;3;"Southampton";"363291";20.525;1;1;"C ";NA;"/titanic-survivor/emily-goldsmith.html";1880-08-26;1955-09-22;3;6.84166666666667;3;"Mrs"
"821";0;"GOODWIN, Master Harold Victor ";"male";9;3;"Southampton";"2144";46.9;5;2;NA;NA;"/titanic-victim/harold-victor-goodwin.html";NA;1912-04-15;8;5.8625;8;"Master"
"822";0;"GOODWIN, Master Sidney Leslie ";"male";1;3;"Southampton";"2144";46.9;5;2;" [4]";NA;"/titanic-victim/sidney-leslie-goodwin.html";1910-09-09;1912-04-15;8;5.8625;8;"Master"
"823";0;"GOODWIN, Master William Frederick ";"male";11;3;"Southampton";"2144";46.9;5;2;NA;NA;"/titanic-victim/william-frederick-goodwin.html";NA;1912-04-15;8;5.8625;8;"Master"
"824";0;"GOODWIN, Miss Jessie Allis ";"female";10;3;"Southampton";"2144";46.9;5;2;NA;NA;"/titanic-victim/jessie-allis-goodwin.html";NA;1912-04-15;8;5.8625;8;"Miss"
"825";0;"GOODWIN, Miss Lillian Amy ";"female";16;3;"Southampton";"2144";46.9;5;2;NA;NA;"/titanic-victim/lillian-amy-goodwin.html";NA;1912-04-15;8;5.8625;8;"Miss"
"826";0;"GOODWIN, Mr Charles Edward ";"male";14;3;"Southampton";"2144";46.9;5;2;NA;NA;"/titanic-victim/charles-edward-goodwin.html";NA;1912-04-15;8;5.8625;8;"Mr"
"827";0;"GOODWIN, Mr Frederick Joseph ";"male";42;3;"Southampton";"2144";46.9;1;6;NA;NA;"/titanic-victim/frederick-joseph-goodwin.html";NA;1912-04-15;8;5.8625;8;"Mr"
"828";0;"GOODWIN, Mrs Augusta ";"female";43;3;"Southampton";"2144";46.9;1;6;NA;NA;"/titanic-victim/augusta-goodwin.html";NA;1912-04-15;8;5.8625;8;"Mrs"
"829";0;"GREEN, Mr George ";"male";41;3;"Southampton";"21440";8.05;0;0;NA;NA;"/titanic-victim/george-green-passenger.html";1871-06-30;1912-04-15;1;8.05;1;"Mr"
