name,sex,age,survived,class,joined,ticket,price,sibsp,parch,job,occupation,dob,date_death,boat..body.,url,ticketFreq,pricepp,fsize,title
"BACKSTRöM, Mr Karl Alfred ",male,32,0,3,Southampton,3101278,15.8,1,0,NA,General Labourer  ,1880-01-14,1912-04-15,NA,/titanic-victim/karl-alfred-backstrom.html,2,7.9,2,Mr
"BACKSTRöM, Mrs Maria Mathilda ",female,33,1,3,Southampton,3101278,15.8,3,0,NA,NA,1878-07-28,1947-06-30,NA,/titanic-survivor/maria-mathilda-backstrom.html,2,7.9,4,Mrs
"BACLINI, Miss Eugenie ",female,3,1,3,Cherbourg,2666,19.3,2,1,NA,NA,NA,1912-08-30,C ,/titanic-survivor/eugenie-baclini.html,4,4.8,4,Miss
"BACLINI, Miss Helene Barbara ",female,0.75,1,3,Cherbourg,2666,19.3,2,1,NA,NA,1911-07-12,1939-04-28,C ,/titanic-survivor/helene-baclini.html,4,4.8,4,Miss
"BACLINI, Miss Marie Catherine ",female,5,1,3,Cherbourg,2666,19.3,2,1,NA,NA,1906-09-21,1982-06-27,C ,/titanic-survivor/marie-baclini.html,4,4.8,4,Miss
"BACLINI, Mrs Latifa ",female,24,1,3,Cherbourg,2666,19.3,0,3,NA,NA,1888-05-18,1962-05-10,C ,/titanic-survivor/latifa-baclini.html,4,4.8,4,Mrs
"BADMAN, Miss Emily Louisa ",female,18,1,3,Southampton,31416,8.1,0,0,NA,Servant  ,1894-01-19,1946-07-17,C ,/titanic-survivor/emily-badman.html,1,8.1,1,Miss
"BADT, Mr Mohamed ",male,40,0,3,Cherbourg,2623,7.2,0,0,NA,Farmer  ,NA,1912-04-15,NA,/titanic-victim/mohamed-badt.html,1,7.2,1,Mr
"BALKIC, Mr Cerin ",male,26,0,3,Southampton,349248,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/cerin-balkic.html,1,7.9,1,Mr
"BANSKI, Mrs Mara ",female,31,1,3,Southampton,349244,8.7,0,0,NA,NA,1881-06-30,1938-01-13,NA,/titanic-survivor/mara-banski.html,1,8.7,1,Mrs
"BARBARA, Miss Saiide ",female,18,0,3,Cherbourg,2691,14.5,0,1,NA,Housekeeper  ,NA,1912-04-15,NA,/titanic-victim/saiide-barbara.html,2,7.2,2,Miss
"BARBARA, Mrs Catherine David ",female,45,0,3,Cherbourg,2691,14.5,0,1,NA,Housekeeper  ,NA,1912-04-15,NA,/titanic-victim/catherine-david-barbara.html,2,7.2,2,Mrs
"BARRY, Miss Julia ",female,26,0,3,Queenstown,330844,7.9,0,0,NA,Housekeeper  ,1885-06-30,1912-04-15,NA,/titanic-victim/julia-barry.html,1,7.9,1,Miss
"BARTON, Mr David John ",male,22,0,3,Southampton,324669,8.1,0,0,NA,General Labourer  ,1890-01-18,1912-04-15,NA,/titanic-victim/david-john-barton.html,1,8.1,1,Mr
"BATOSHEV, Mr Hristo Lalev ",male,23,0,3,Southampton,349217,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/kristo-laleff.html,1,7.9,1,Mr
"BEAVAN, Mr William Thomas ",male,19,0,3,Southampton,323951,8.1,0,0,NA,General Labourer  ,1892-06-30,1912-04-15,NA,/titanic-victim/william-thomas-beavan.html,1,8.1,1,Mr
"BENGTSSON, Mr Johan Viktor ",male,26,0,3,Southampton,347068,7.8,0,0,NA,General Labourer  ,1885-07-07,1912-04-15,NA,/titanic-victim/johan-viktor-bengtsson.html,1,7.8,1,Mr
"BERGLUND, Mr Karl Ivar Sven ",male,22,0,3,Southampton,4348,9.3,0,0,NA,General Labourer  ,1890-01-24,1912-04-15,NA,/titanic-victim/karl-ivar-sven-berglund.html,1,9.3,1,Mr
"BING, Mr Lee ",male,32,1,3,Southampton,1601,56.5,0,0,NA,Seaman  ,NA,NA,C ,/titanic-survivor/lee-bing.html,8,7.1,1,Mr
"BIRKELAND, Mr Hans Martin Monsen ",male,21,0,3,Southampton,312992,7.8,0,0,NA,Seaman  ,1890-12-19,1912-04-15,NA,/titanic-victim/hans-martin-monsen-birkeland.html,1,7.8,1,Mr
"BJöRKLUND, Mr Ernst Herbert ",male,18,0,3,Southampton,347090,7.8,0,0,NA,General Labourer  ,1894-03-01,1912-04-15,NA,/titanic-victim/ernst-herbert-bjorklund.html,1,7.8,1,Mr
"BOSTANDYEFF, Mr Guentcho ",male,26,0,3,Southampton,349224,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/guentcho-bostandyeff.html,1,7.9,1,Mr
"BOULOS, Master Akar ",male,9,0,3,Cherbourg,2678,15.2,1,1,NA,NA,1905-06-30,1912-04-15,NA,/titanic-victim/akar-boulos.html,3,5.1,3,Master
"BOULOS, Miss Nourelain ",female,7,0,3,Cherbourg,2678,15.2,1,1,NA,NA,1902-06-30,1912-04-15,NA,/titanic-victim/nourelain-boulos.html,3,5.1,3,Miss
"BOULOS, Mrs Sultana ",female,40,0,3,Cherbourg,2678,15.2,0,2,NA,NA,1872-06-30,1912-04-15,NA,/titanic-victim/sultana-boulos.html,3,5.1,3,Mrs
"BOURKE, Miss Mary ",female,40,0,3,Queenstown,364848,7.8,0,2,NA,NA,1871-06-11,1912-04-15,NA,/titanic-victim/mary-bourke.html,1,7.8,3,Miss
"BOURKE, Mr John ",male,42,0,3,Queenstown,364849,15.5,1,1,NA,Farmer  ,1869-05-23,1912-04-15,NA,/titanic-victim/john-bourke.html,2,7.8,3,Mr
"BOURKE, Mrs Catherine ",female,32,0,3,Queenstown,364849,15.5,1,1,NA,Housewife  ,1879-10-28,1912-04-15,NA,/titanic-victim/catherine-bourke.html,2,7.8,3,Mrs
"BOWEN, Mr David John 'Dai' ",male,26,0,3,Southampton,54636,16.1,0,0,NA,Pugilist  ,NA,1912-04-15,NA,/titanic-victim/david-john-dai-bowen.html,2,8.1,1,Mr
"BRADLEY, Miss Bridget Delia ",female,22,1,3,Queenstown,334914,7.7,0,0,NA,NA,1890-01-10,1956-01-24,13,/titanic-survivor/bridget-delia-bradley.html,1,7.7,1,Miss
"BRAF, Miss Elin Ester Maria ",female,20,0,3,Southampton,347471,7.9,0,0,NA,Servant  ,1891-10-16,1912-04-15,NA,/titanic-victim/elin-ester-maria-braf.html,1,7.9,1,Miss
"BRAUND, Mr Lewis Richard ",male,29,0,3,Southampton,3460,7,1,0,NA,Farm Labourer  ,1883-06-30,1912-04-15,NA,/titanic-victim/lewis-richard-braund.html,1,7,2,Mr
"BRAUND, Mr Owen Harris ",male,22,0,3,Southampton,21171,7.2,1,0,NA,Ironmonger  ,1889-06-30,1912-04-15,NA,/titanic-victim/owen-harris-braund.html,1,7.2,2,Mr
"BROBäCK, Mr Karl Rudolf ",male,22,0,3,Southampton,350045,7.8,0,0,NA,Decorator  ,1890-01-02,1912-04-15,NA,/titanic-victim/karl-rudolf-brobeck.html,1,7.8,1,Mr
"BROCKLEBANK, Mr William Alfred ",male,35,0,3,Southampton,364512,8.1,0,0,NA,Groom  ,1872-06-30,1912-04-15,NA,/titanic-victim/william-alfred-brocklebank.html,1,8.1,1,Mr
"BUCKLEY, Miss Katherine ",female,22,0,3,Queenstown,329944,7.3,0,0,NA,NA,1889-06-03,1912-04-15, [299],/titanic-victim/katherine-buckley.html,1,7.3,1,Miss
"BUCKLEY, Mr Daniel ",male,21,1,3,Queenstown,330920,7.8,0,0,NA,Farm Labourer  ,1890-09-28,1918-10-15,13,/titanic-survivor/daniel-buckley.html,1,7.8,1,Mr
"BURKE, Mr Jeremiah ",male,19,0,3,Queenstown,365222,6.8,0,0,NA,Farm Labourer  ,1893-06-30,1912-04-15,NA,/titanic-victim/jeremiah-burke.html,1,6.8,1,Mr
"BURNS, Miss Mary Delia ",female,17,0,3,Queenstown,330963,7.9,0,0,NA,NA,1894-11-15,1912-04-15,NA,/titanic-victim/mary-delia-burns.html,1,7.9,1,Miss
"BUTRUS-KA'Wi, Mr Tannus ",male,20,0,3,Cherbourg,2648,7.2,0,0,NA,Shoemaker  ,1891-06-30,1912-04-15,NA,/titanic-victim/tannous-betros.html,1,7.2,1,Mr
"CACIC, Miss Manda ",female,21,0,3,Southampton,315087,8.7,0,0,NA,Farm Labourer  ,NA,1912-04-15,NA,/titanic-victim/manda-cacic.html,1,8.7,1,Miss
"CACIC, Miss Marija ",female,30,0,3,Southampton,315084,8.7,0,0,NA,Farm Labourer  ,NA,1912-04-15,NA,/titanic-victim/marija-cacic.html,1,8.7,1,Miss
"CACIC, Mr Jego Grga ",male,18,0,3,Southampton,315091,8.7,0,0,NA,Farmer  ,NA,1912-04-15,NA,/titanic-victim/jego-grga-cacic.html,1,8.7,1,Mr
"CACIC, Mr Luka ",male,38,0,3,Southampton,315089,8.7,0,0,NA,Farmer  ,NA,1912-04-15,NA,/titanic-victim/luka-cacic.html,1,8.7,1,Mr
"CALIC, Mr Jovo ",male,17,0,3,Southampton,315093,8.7,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/jovo-calic.html,1,8.7,1,Mr
"CALIC, Mr Petar ",male,17,0,3,Southampton,315086,8.7,0,0,NA,Farm Labourer  ,NA,1912-04-15,NA,/titanic-victim/petar-calic.html,1,8.7,1,Mr
"CANAVAN, Miss Mary ",female,22,0,3,Queenstown,364846,7.8,0,0,NA,NA,1889-06-18,1912-04-15,NA,/titanic-victim/mary-canavan.html,1,7.8,1,Miss
"CANAVAN, Mr Patrick ",male,21,0,3,Queenstown,364858,7.8,0,0,NA,General Labourer  ,1890-09-12,1912-04-15,NA,/titanic-victim/patrick-canavan.html,1,7.8,1,Mr
"CANN, Mr Ernest ",male,21,0,3,Southampton,2152,8.1,0,0,NA,Miner  ,1883-06-30,1912-04-15,NA,/titanic-victim/ernest-cann.html,1,8.1,1,Mr
"CARAM, Mr Joseph ",male,28,0,3,Cherbourg,2689,14.5,1,0,NA,Merchant  ,NA,1912-04-15,NA,/titanic-victim/joseph-caram.html,2,7.2,2,Mr
"CARAM, Mrs Maria Elias ",female,18,0,3,Cherbourg,2689,14.5,1,0,NA,Housekeeper  ,NA,1912-04-15,NA,/titanic-victim/maria-elias-caram.html,2,7.2,2,Mrs
"CARLSSON, Mr August Sigfrid ",male,28,0,3,Southampton,350042,7.8,0,0,NA,Farmer  ,1884-02-12,1912-04-15,NA,/titanic-victim/august-sigfrid-carlsson.html,1,7.8,1,Mr
"CARLSSON, Mr Carl Robert ",male,24,0,3,Southampton,350409,7.9,0,0,NA,General Labourer  ,1888-01-19,1912-04-15,NA,/titanic-victim/carl-robert-carlsson.html,1,7.9,1,Mr
"CARR, Miss Jane ",female,45,0,3,Queenstown,368364,7.8,0,0,NA,NA,1867-02-11,1912-04-15,NA,/titanic-victim/jane-carr.html,1,7.8,1,Miss
"CARVER, Mr Alfred John ",male,28,0,3,Southampton,370160,7.2,0,0,NA,Seaman  ,NA,1912-04-15,NA,/titanic-victim/alfred-john-carver.html,6,1.2,1,Mr
"CELOTTI, Mr Francesco ",male,24,0,3,Southampton,343275,8.1,0,0,NA,Stoker  ,NA,1912-04-15,NA,/titanic-victim/francesco-celotti.html,1,8.1,1,Mr
"CHARTERS, Mr David ",male,20,0,3,Queenstown,13032,7.7,0,0,NA,General Labourer  ,1891-06-05,1912-04-15,NA,/titanic-victim/david-charters.html,1,7.7,1,Mr
"CHIP, Mr Chang ",male,32,1,3,Southampton,1601,56.5,0,0,NA,Seaman  ,NA,NA,C ,/titanic-survivor/chang-chip.html,8,7.1,1,Mr
"CHRISTMANN, Mr Emil ",male,29,0,3,Southampton,343276,8.1,0,0,NA,Clerk  ,NA,1912-04-15,NA,/titanic-victim/emil-christmann.html,1,8.1,1,Mr
"CHRONOPOULOS, Mr Apostolos M. ",male,26,0,3,Cherbourg,2680,14.5,1,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/apostolos-chronopoulos.html,2,7.2,2,Mr
"CHRONOPOULOS, Mr Dimitrios M. ",male,21,0,3,Cherbourg,2680,14.5,1,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/dimitrios-chronopoulos.html,2,7.2,2,Mr
"COELHO, Mr Domingos Fernandeo ",male,20,0,3,Southampton,3101307,7,0,0,NA,General Labourer  ,1891-06-19,1912-04-15,NA,/titanic-victim/domingos-fernandeo-coelho.html,1,7,1,Mr
"COHEN, Mr Gurshon ",male,18,1,3,Southampton,3540,8.1,0,0,NA,Printer / Compositor  ,1893-12-31,1978-08-04,12,/titanic-survivor/gurshon-gus-cohen.html,1,8.1,1,Mr
"COLBERT, Mr Patrick ",male,24,0,3,Queenstown,371109,7.2,0,0,NA,General Labourer  ,1887-11-05,1912-04-15,NA,/titanic-victim/patrick-colbert.html,1,7.2,1,Mr
"COLEFF, Mr Satio ",male,24,0,3,Southampton,349209,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/satio-coleff.html,1,7.9,1,Mr
"COLTCHEFF, Mr Peju ",male,36,0,3,Southampton,349210,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/peju-coltcheff.html,1,7.9,1,Mr
"CONLIN, Mr Thomas Henry ",male,31,0,3,Queenstown,21332,7.7,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/thomas-henry-conlin.html,1,7.7,1,Mr
"CONNAUGHTON, Mr Michael ",male,40,0,3,Queenstown,335097,7.8,0,0,NA,Bus Driver  ,1872-02-17,1912-04-15,NA,/titanic-victim/michael-connaughton.html,1,7.8,1,Mr
"CONNOLLY, Miss Catherine ",female,23,1,3,Queenstown,370373,7.8,0,0,NA,NA,1888-06-14,1948-07-03,13,/titanic-survivor/kate-connolly.html,1,7.8,1,Miss
"CONNOLLY, Miss Kate ",female,41,0,3,Queenstown,330972,7.6,0,0,NA,NA,1870-08-25,1912-04-15,NA,/titanic-victim/kate-connolly-2.html,1,7.6,1,Miss
"CONNORS, Mr Patrick ",male,66,0,3,Queenstown,370369,7.8,0,0,NA,Farm Labourer  ,NA,1912-04-15, [171],/titanic-victim/patrick-connors.html,1,7.8,1,Mr
"COOK, Mr Jacob ",male,43,0,3,Southampton,3536,8.1,0,0,NA,Wood Carver  ,NA,1912-04-15,NA,/titanic-victim/jacob-cook.html,1,8.1,1,Mr
"COR, Mr Bartol ",male,35,0,3,Southampton,349230,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/bartol-cor.html,1,7.9,1,Mr
"COR, Mr Ivan ",male,27,0,3,Southampton,349229,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/ivan-cor.html,1,7.9,1,Mr
"COR, Mr Liudevit ",male,19,0,3,Southampton,349231,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/liudevit-cor.html,1,7.9,1,Mr
"CORR, Miss Helen ",female,16,1,3,Queenstown,367231,7.8,0,0,NA,NA,1895-07-28,1980-03-09,16,/titanic-survivor/helen-corr.html,1,7.8,1,Miss
"COUTTS, Master Neville Leslie ",male,3,1,3,Southampton,37671,15.9,1,1,NA,NA,1908-10-23,1977-03-29,2,/titanic-survivor/leslie-coutts.html,3,5.3,3,Master
"COUTTS, Master William Loch ",male,9,1,3,Southampton,37671,15.9,1,1,NA,NA,1902-10-16,1957-12-25,2,/titanic-survivor/william-coutts.html,3,5.3,3,Master
"COUTTS, Mrs Winnie ",female,36,1,3,Southampton,37671,15.9,0,2,NA,NA,1876-02-02,1960-02-29,2,/titanic-survivor/winnie-coutts.html,3,5.3,3,Mrs
"COXON, Mr Daniel ",male,59,0,3,Southampton,364500,7.2,0,0,NA,Dealer  ,1853-08-27,1912-04-15,NA,/titanic-victim/daniel-coxon.html,1,7.2,1,Mr
"CREASE, Mr Ernest James ",male,19,0,3,Southampton,3464,8.2,0,0,NA,Tinsmith  ,1893-06-30,1912-04-15,NA,/titanic-victim/ernest-james-crease.html,1,8.2,1,Mr
"CRIBB, Miss Laura Mae ",female,16,1,3,Southampton,371362,16.1,0,1,NA,Shop Assistant  ,1895-07-24,1974-04-04,12,/titanic-survivor/laura-mae-cribb.html,2,8.1,2,Miss
"CRIBB, Mr John Hatfield ",male,44,0,3,Southampton,371362,16.1,0,1,NA,Butler  ,1868-04-27,1912-04-15,NA,/titanic-victim/john-hatfield-cribb.html,2,8.1,2,Mr
"CULUMOVIC, Mr Jeso ",male,17,0,3,Southampton,315090,8.7,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/jeso-culumovic.html,1,8.7,1,Mr
"DAHER, Mr Tannous ",male,28,0,3,Cherbourg,2686,7.2,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/tannous-daher.html,1,7.2,1,Mr
"DAHL, Mr Charles Edward ",male,45,1,3,Southampton,7598,8.1,0,0,NA,Carpenter / Joiner  ,1866-07-22,1933-02-13,15,/titanic-survivor/charles-edward-dahl.html,1,8.1,1,Mr
"DAHLBERG, Miss Gerda Ulrika ",female,22,0,3,Southampton,7552,10.5,0,0,NA,NA,1890-02-05,1912-04-15,NA,/titanic-victim/gerda-ulrika-dahlberg.html,1,10.5,1,Miss
"DAKIC, Mr Branko ",male,19,0,3,Southampton,349228,10.2,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/branko-dakic.html,1,10.2,1,Mr
"DALY, Miss Margaret Marcella ",female,33,1,3,Queenstown,382650,7,0,0,NA,Housekeeper  ,1878-07-01,1939-04-07,15,/titanic-survivor/maggie-daly.html,1,7,1,Miss
"DALY, Mr Eugene Patrick ",male,29,1,3,Queenstown,382651,7.8,0,0,NA,Farm Labourer  ,1883-01-23,1965-10-30,B ,/titanic-survivor/eugene-patrick-daly.html,1,7.8,1,Mr
"DANBOM, Master Gilbert Sigvard Emanuel ",male,0.33,0,3,Southampton,347080,14.4,0,2,NA,NA,1911-11-16,1912-04-15,NA,/titanic-victim/gilbert-sigvard-emanuel-danbom.html,3,4.8,3,Master
"DANBOM, Mr Ernst Gilbert ",male,34,0,3,Southampton,347080,14.4,1,1,NA,General Labourer  ,1877-10-26,1912-04-15, [197],/titanic-victim/ernst-gilbert-danbom.html,3,4.8,3,Mr
"DANBOM, Mrs Anna Sigrid Maria ",female,28,0,3,Southampton,347080,14.4,1,1,NA,NA,1884-03-10,1912-04-15,NA,/titanic-victim/anna-sigrid-maria-danbom.html,3,4.8,3,Mrs
"DANOFF, Mr Yoto ",male,27,0,3,Southampton,349219,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/yoto-danoff.html,1,7.9,1,Mr
"DAVIES, Mr Alfred James ",male,24,0,3,Southampton,48871,24.1,2,0,NA,Caster  ,1888-06-30,1912-04-15,NA,/titanic-victim/alfred-davies.html,3,8,3,Mr
"DAVIES, Mr Evan ",male,22,0,3,Southampton,23568,8.1,0,0,NA,Miner  ,NA,1912-04-15,NA,/titanic-victim/evan-davies.html,1,8.1,1,Mr
"DAVIES, Mr John ",male,21,0,3,Southampton,48871,24.1,2,0,NA,Ironworker  ,1890-06-30,1912-04-15,NA,/titanic-victim/john-davies.html,3,8,3,Mr
"DAVIES, Mr Joseph ",male,17,0,3,Southampton,48873,8.1,2,0,NA,Ironworker  ,1895-06-30,1912-04-15,NA,/titanic-victim/joseph-davies.html,1,8.1,3,Mr
"DAVISON, Mr Thomas Henry ",male,32,0,3,Southampton,386525,16.1,1,0,NA,Blacksmith  ,1880-02-27,1912-04-15,NA,/titanic-victim/thomas-henry-davison.html,2,8.1,2,Mr
"DAVISON, Mrs Mary Elizabeth ",female,34,1,3,Southampton,386525,16.1,1,0,NA,NA,1878-02-19,1939-03-26,16,/titanic-survivor/mary-davison.html,2,8.1,2,Mrs
"DE MESSEMAEKER, Mr Guillaume Joseph ",male,36,1,3,Southampton,345572,17.4,1,0,NA,NA,1875-12-30,1955-06-05,15,/titanic-survivor/guillaume-de-messemaeker.html,2,8.7,2,Mr
"DE MESSEMAEKER, Mrs Anna ",female,36,1,3,Southampton,345572,17.4,1,0,NA,NA,1875-10-20,1918-04-30,13,/titanic-survivor/anna-de-messemaeker.html,2,8.7,2,Mrs
"DE MULDER, Mr Theodoor ",male,30,1,3,Southampton,345774,9.5,0,0,NA,NA,1881-09-15,1954-04-19,11,/titanic-survivor/theodoor-de-mulder.html,1,9.5,1,Mr
"DE PELSMAEKER, Mr Alfons ",male,16,0,3,Southampton,345778,9.5,0,0,NA,Farm Labourer  ,1895-08-29,1912-04-15,NA,/titanic-victim/alfons-de-pelsmaeker.html,1,9.5,1,Mr
"DEAN, Master Bertram Vere ",male,1,1,3,Southampton,2315,20.6,1,2,NA,NA,1910-05-21,1992-04-14,10,/titanic-survivor/bertram-vere-dean.html,4,5.2,4,Master
"DEAN, Miss Elizabeth Gladys 'Millvina' ",female,0.17,1,3,Southampton,2315,20.6,1,2,NA,NA,1912-02-02,2009-05-31,10,/titanic-survivor/millvina-dean.html,4,5.2,4,Miss
"DEAN, Mr Bertram Frank ",male,25,0,3,Southampton,2315,20.6,1,2,NA,Farmer  ,1886-06-30,1912-04-15,NA,/titanic-victim/bertram-frank-dean.html,4,5.2,4,Mr
"DEAN, Mrs Eva Georgetta ",female,32,1,3,Southampton,2315,20.6,1,2,NA,NA,1879-05-18,1975-09-13,10,/titanic-survivor/eva-georgetta-dean.html,4,5.2,4,Mrs
"DELALIC, Mr Redjo ",male,25,0,3,Southampton,349250,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/redjo-delalic.html,1,7.9,1,Mr
"DENKOFF, Mr Mitto ",male,30,0,3,Southampton,349225,7.9,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/mitto-denkoff.html,1,7.9,1,Mr
"DENNIS, Mr Samuel ",male,22,0,3,Southampton,21172,7.2,0,0,NA,Farmer  ,1889-06-17,1912-04-15,NA,/titanic-victim/samuel-dennis.html,1,7.2,1,Mr
"DENNIS, Mr William ",male,26,0,3,Southampton,21175,7.2,0,0,NA,Farmer  ,1886-06-30,1912-04-15,NA,/titanic-victim/william-dennis.html,1,7.2,1,Mr
"DEVANEY, Miss Margaret Delia ",female,19,1,3,Queenstown,330958,7.9,0,0,NA,NA,1892-05-03,1974-06-12,C ,/titanic-survivor/margaret-devaney.html,1,7.9,1,Miss
"DIKA, Mr Mirko ",male,17,0,3,Southampton,349232,7.9,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/mirko-dika.html,1,7.9,1,Mr
"DIMIC, Mr Jovan ",male,42,0,3,Southampton,315088,8.7,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/jovan-dimic.html,1,8.7,1,Mr
"DINTCHEFF, Mr Valtcho ",male,43,0,3,Southampton,349226,7.9,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/valtcho-dintcheff.html,1,7.9,1,Mr
"DONOHOE, Miss Bridget ",female,21,0,3,Queenstown,364856,7.8,0,0,NA,NA,1891-01-11,1912-04-15,NA,/titanic-victim/bridget-donohoe.html,1,7.8,1,Miss
"DOOLY, Mr Patrick ",male,38,0,3,Queenstown,370376,7.8,0,0,NA,General Labourer  ,1875-04-05,1912-04-15,NA,/titanic-victim/patrick-dooley.html,1,7.8,1,Mr
"DORKING, Mr Edward Arthur ",male,18,1,3,Southampton,10482,8.1,0,0,NA,Groom  ,1893-06-18,1954-04-12,B ,/titanic-survivor/edward-arthur-dorking.html,1,8.1,1,Mr
"DOUGHERTY, Mr William John ",male,22,0,3,Queenstown,330877,8.5,0,0,NA,NA,1889-07-15,1912-04-15,NA,/titanic-victim/william-john-dougherty.html,1,8.5,1,Mr
"DOWDELL, Miss Elizabeth ",female,31,1,3,Southampton,364516,12.5,0,0,NA,Housekeeper  ,1880-09-06,1962-11-16,13,/titanic-survivor/elizabeth-dowdell.html,2,6.2,1,Miss
"DOYLE, Miss Elizabeth ",female,28,0,3,Queenstown,368702,7.8,0,0,NA,NA,1884-06-30,1912-04-15,NA,/titanic-victim/elizabeth-doyle.html,1,7.8,1,Miss
"DRAZENOVIC, Mr Jozef ",male,33,0,3,Cherbourg,349241,7.9,0,0,NA,General Labourer  ,NA,1912-04-15, [51],/titanic-victim/jozef-drazenovic.html,1,7.9,1,Mr
"DRISCOLL, Miss Bridget ",female,27,1,3,Queenstown,14311,7.8,0,0,NA,NA,1885-01-17,1976-12-28,D ,/titanic-survivor/bridget-driscoll.html,1,7.8,1,Miss
"DROPKIN, Miss Jennie ",female,24,1,3,Southampton,392083,8.1,0,0,NA,Box Maker  ,1887-06-20,1951-08-09,NA,/titanic-survivor/jennie-dropkin.html,1,8.1,1,Miss
"DUQUEMIN, Mr Joseph Pierre ",male,24,1,3,Southampton,752,7.6,0,0,NA,Mason  ,1887-11-24,1950-01-06,D ,/titanic-survivor/joseph-pierre-duquemin.html,2,3.8,1,Mr
"DWAN, Mr Frank ",male,65,0,3,Queenstown,336439,7.8,0,0,NA,Farm Labourer  ,1847-06-30,1912-04-15,NA,/titanic-victim/frank-dwan.html,1,7.8,1,Mr
"DYKER, Mr Adolf Fredrik ",male,23,0,3,Southampton,347072,13.9,1,0,NA,General Labourer  ,1888-12-16,1912-04-15,NA,/titanic-victim/adolf-fredrik-dyker.html,2,7,2,Mr
"DYKER, Mrs Anna Elisabeth Judith ",female,22,1,3,Southampton,347072,13.9,1,0,NA,NA,1889-11-24,1961-02-19,16,/titanic-survivor/anna-elisabeth-judith-dyker.html,2,7,2,Mrs
"EDVARDSSON, Mr Gustaf Hjalmar ",male,18,0,3,Southampton,349912,7.8,0,0,NA,General Labourer  ,1893-12-17,1912-04-15,NA,/titanic-victim/gustaf-hjalmar-edvardsson.html,1,7.8,1,Mr
"EKLUND, Mr Hans Linus ",male,16,0,3,Southampton,347074,7.8,0,0,NA,General Labourer  ,1895-10-30,1912-04-15,NA,/titanic-victim/hans-linus-eklund.html,1,7.8,1,Mr
"EKSTRöM, Mr Amandus ",male,45,0,3,Southampton,347061,7,0,0,NA,General Labourer  ,1866-07-29,1912-04-15,NA,/titanic-victim/johan-ekstrom.html,1,7,1,Mr
"ELIAS, Mr Dibo ",male,29,0,3,Cherbourg,2674,7.2,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/dibo-elias.html,1,7.2,1,Mr
"ELIAS, Mr Joseph jr. ",male,15,0,3,Cherbourg,2690,7.2,1,1,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/joseph-elias.html,1,7.2,3,Mr
"ELIAS NASRALLAH, Mr Tannous ",male,22,0,3,Cherbourg,2695,7.2,1,1,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/tannous-elias-nasrallah.html,1,7.2,3,Mr
"ELSBURY, Mr William James ",male,48,0,3,Southampton,3902,7.2,0,0,NA,Farmer  ,1863-09-03,1912-04-15,NA,/titanic-victim/william-james-elsbury.html,1,7.2,1,Mr
"EMANUEL, Miss Virginia Ethel ",female,5,1,3,Southampton,364516,12.5,0,0,NA,NA,1907-06-30,NA,13,/titanic-survivor/virginia-ethel-emanuel.html,2,6.2,1,Miss
"ESTANISLAU, Mr Manuel Gonçalves ",male,37,0,3,Southampton,3101306,7,0,0,NA,General Labourer  ,1874-06-21,1912-04-15,NA,/titanic-victim/manuel-goncalves-estanislau.html,1,7,1,Mr
"EVERETT, Mr Thomas James ",male,37,0,3,Southampton,6212,15.1,0,0,NA,Crane Operator  ,1874-06-30,1912-04-15, [187],/titanic-victim/thomas-james-everett.html,2,7.6,1,Mr
"FARDON, Mr Charles Richard ",male,45,0,3,Southampton,3101314,7.2,0,0,NA,Carpenter / Joiner  ,1866-06-30,1912-04-15,NA,/titanic-victim/charles-franklin.html,1,7.2,1,Mr
